"","datetime","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"dtime.31898","2007-8-22 3:00:00",73,70,66,73,66,72,68,73,65,73,69
"dtime.31899","2007-8-22 4:00:00",73,69,66,73,67,71,68,73,65,72,69
"dtime.31900","2007-8-22 5:00:00",73,69,66,73,66,71,68,73,65,72,69
"dtime.31901","2007-8-22 6:00:00",73,69,66,73,66,72,67,73,64,72,69
"dtime.31902","2007-8-22 7:00:00",73,69,65,73,65,71,67,72,64,71,68
"dtime.31903","2007-8-22 8:00:00",73,70,64,74,65,72,67,72,64,72,69
"dtime.31904","2007-8-22 9:00:00",73,71,64,73,64,72,68,72,65,72,70
"dtime.31905","2007-8-22 10:00:00",73,72,64,74,65,75,67,72,65,73,72
"dtime.31906","2007-8-22 11:00:00",75,76,66,74,65,77,68,73,66,75,74
"dtime.31907","2007-8-22 12:00:00",76,78,66,76,66,79,71,74,68,77,76
"dtime.31908","2007-8-22 13:00:00",75,80,68,77,67,81,73,77,70,79,80
"dtime.31909","2007-8-22 14:00:00",77,83,68,80,67,84,75,80,71,82,83
"dtime.31910","2007-8-22 15:00:00",78,83,71,82,68,85,74,81,71,84,84
"dtime.31911","2007-8-22 16:00:00",76,83,72,82,69,86,75,81,72,84,82
"dtime.31912","2007-8-22 17:00:00",78,84,71,82,69,86,75,81,71,85,81
"dtime.31913","2007-8-22 18:00:00",76,83,70,80,69,85,74,81,71,84,80
"dtime.31914","2007-8-22 19:00:00",74,80,69,80,69,82,74,80,71,81,78
"dtime.31915","2007-8-22 20:00:00",74,75,68,75,68,79,73,78,69,78,76
"dtime.31916","2007-8-22 21:00:00",73,73,68,73,68,76,73,76,69,76,73
"dtime.31917","2007-8-22 22:00:00",73,72,67,72,67,76,72,74,69,75,72
"dtime.31918","2007-8-22 23:00:00",73,71,67,72,67,74,72,74,69,74,71
"dtime.31919","2007-8-22 24:00:00",73,70,66,72,67,72,72,74,69,73,71
"dtime.31920","2007-8-23 1:00:00",71,69,66,72,67,72,71,74,69,73,70
"dtime.31921","2007-8-23 2:00:00",71,68,66,72,66,71,71,73,69,72,70
"dtime.31922","2007-8-23 3:00:00",71,69,66,72,66,71,70,73,68,72,70
"dtime.31923","2007-8-23 4:00:00",71,69,65,72,66,71,70,72,68,72,69
"dtime.31924","2007-8-23 5:00:00",71,68,65,72,66,71,70,72,68,71,69
"dtime.31925","2007-8-23 6:00:00",71,68,65,72,66,71,70,73,68,71,70
"dtime.31926","2007-8-23 7:00:00",71,68,65,72,66,71,70,73,68,71,70
"dtime.31927","2007-8-23 8:00:00",71,68,66,73,67,71,70,73,68,71,70
"dtime.31928","2007-8-23 9:00:00",73,69,66,75,68,72,71,73,68,72,71
"dtime.31929","2007-8-23 10:00:00",74,72,69,76,69,74,72,75,70,74,74
"dtime.31930","2007-8-23 11:00:00",74,74,72,78,71,75,74,76,72,75,79
"dtime.31931","2007-8-23 12:00:00",74,76,74,80,73,77,76,78,73,77,82
"dtime.31932","2007-8-23 13:00:00",76,78,75,81,74,78,76,81,74,77,84
"dtime.31933","2007-8-23 14:00:00",79,80,75,83,75,79,78,81,76,79,86
"dtime.31934","2007-8-23 15:00:00",79,82,77,83,76,82,79,82,76,81,86
"dtime.31935","2007-8-23 16:00:00",78,82,77,83,77,82,79,81,76,81,86
"dtime.31936","2007-8-23 17:00:00",78,82,78,84,77,83,79,82,76,82,83
"dtime.31937","2007-8-23 18:00:00",76,82,78,82,75,83,79,82,76,82,82
"dtime.31938","2007-8-23 19:00:00",76,81,76,79,73,81,77,80,76,81,80
"dtime.31939","2007-8-23 20:00:00",73,77,72,76,71,79,77,79,74,80,78
"dtime.31940","2007-8-23 21:00:00",72,75,70,73,69,78,75,77,74,79,74
"dtime.31941","2007-8-23 22:00:00",72,75,69,73,69,78,75,75,73,78,73
"dtime.31942","2007-8-23 23:00:00",71,74,69,73,69,77,73,74,73,77,74
"dtime.31943","2007-8-23 24:00:00",72,73,69,71,68,76,73,74,73,76,73
"dtime.31944","2007-8-24 1:00:00",72,73,69,71,68,75,73,73,73,74,73
"dtime.31945","2007-8-24 2:00:00",72,72,68,70,68,73,73,72,72,74,72
"dtime.31946","2007-8-24 3:00:00",71,73,68,70,68,73,72,72,72,74,73
"dtime.31947","2007-8-24 4:00:00",71,74,68,71,68,74,72,72,72,74,74
"dtime.31948","2007-8-24 5:00:00",67,72,68,70,68,73,73,71,72,74,74
"dtime.31949","2007-8-24 6:00:00",67,71,67,70,68,72,72,71,72,73,72
"dtime.31950","2007-8-24 7:00:00",68,70,67,70,68,72,71,71,72,73,71
"dtime.31951","2007-8-24 8:00:00",73,71,68,72,69,73,72,73,73,74,73
"dtime.31952","2007-8-24 9:00:00",75,74,70,74,71,77,75,76,74,78,79
"dtime.31953","2007-8-24 10:00:00",79,77,75,80,75,81,80,80,78,81,81
"dtime.31954","2007-8-24 11:00:00",82,80,78,83,77,83,83,83,82,84,85
"dtime.31955","2007-8-24 12:00:00",82,84,81,86,80,87,87,87,84,88,87
"dtime.31956","2007-8-24 13:00:00",85,87,82,88,82,90,89,89,88,91,90
"dtime.31957","2007-8-24 14:00:00",85,89,85,89,84,92,90,90,90,92,93
"dtime.31958","2007-8-24 15:00:00",85,91,86,91,84,93,91,92,90,93,93
"dtime.31959","2007-8-24 16:00:00",83,90,86,90,84,94,92,92,91,94,80
"dtime.31960","2007-8-24 17:00:00",83,88,85,90,85,94,91,92,89,94,79
"dtime.31961","2007-8-24 18:00:00",82,85,84,90,84,91,91,92,88,93,77
"dtime.31962","2007-8-24 19:00:00",80,82,81,87,80,88,88,89,84,89,76
"dtime.31963","2007-8-24 20:00:00",78,79,78,83,78,85,86,84,81,84,75
"dtime.31964","2007-8-24 21:00:00",76,76,76,82,76,82,83,84,79,82,73
"dtime.31965","2007-8-24 22:00:00",76,75,75,81,75,81,82,82,76,80,72
"dtime.31966","2007-8-24 23:00:00",76,74,75,79,74,79,81,81,75,79,72
"dtime.31967","2007-8-24 24:00:00",77,73,75,79,74,78,80,77,74,77,72
"dtime.31968","2007-8-25 1:00:00",77,73,74,78,73,78,80,78,75,77,72
"dtime.31969","2007-8-25 2:00:00",78,72,74,78,73,77,79,78,73,76,71
"dtime.31970","2007-8-25 3:00:00",77,71,74,77,73,76,78,77,73,75,71
"dtime.31971","2007-8-25 4:00:00",77,70,74,75,73,76,76,77,72,75,69
"dtime.31972","2007-8-25 5:00:00",75,70,74,75,74,75,75,77,70,75,69
"dtime.31973","2007-8-25 6:00:00",75,69,74,75,74,74,75,77,70,74,69
"dtime.31974","2007-8-25 7:00:00",75,68,74,75,75,73,75,76,70,74,69
"dtime.31975","2007-8-25 8:00:00",79,71,77,78,76,76,77,80,74,79,71
"dtime.31976","2007-8-25 9:00:00",82,75,80,81,79,80,80,81,79,81,78
"dtime.31977","2007-8-25 10:00:00",87,82,83,84,84,86,84,86,83,86,83
"dtime.31978","2007-8-25 11:00:00",89,85,86,87,87,89,89,89,87,89,87
"dtime.31979","2007-8-25 12:00:00",90,88,90,91,90,92,91,92,90,92,89
"dtime.31980","2007-8-25 13:00:00",92,90,92,93,92,95,94,95,92,95,91
"dtime.31981","2007-8-25 14:00:00",92,91,94,94,93,96,96,96,95,97,94
"dtime.31982","2007-8-25 15:00:00",92,93,94,95,94,97,97,97,96,98,94
"dtime.31983","2007-8-25 16:00:00",92,93,94,95,95,97,97,97,95,98,93
"dtime.31984","2007-8-25 17:00:00",91,91,94,95,94,97,97,97,94,98,83
"dtime.31985","2007-8-25 18:00:00",89,91,91,93,92,96,94,95,85,98,81
"dtime.31986","2007-8-25 19:00:00",87,88,87,90,89,92,88,92,83,93,77
"dtime.31987","2007-8-25 20:00:00",84,81,84,86,85,87,84,89,79,88,75
"dtime.31988","2007-8-25 21:00:00",83,79,82,84,84,85,83,87,77,86,73
"dtime.31989","2007-8-25 22:00:00",83,77,79,82,81,83,82,85,76,84,72
"dtime.31990","2007-8-25 23:00:00",82,75,77,82,82,81,81,82,75,81,72
"dtime.31991","2007-8-25 24:00:00",82,73,75,81,79,79,76,83,72,79,73
"dtime.31992","2007-8-26 1:00:00",81,71,75,79,79,78,75,81,72,78,71
"dtime.31993","2007-8-26 2:00:00",81,71,77,79,77,77,75,79,71,77,71
"dtime.31994","2007-8-26 3:00:00",79,71,74,77,73,76,73,75,71,75,71
"dtime.31995","2007-8-26 4:00:00",76,68,73,75,73,74,73,75,71,74,71
"dtime.31996","2007-8-26 5:00:00",74,70,70,75,72,73,73,73,70,73,70
"dtime.31997","2007-8-26 6:00:00",74,68,70,75,72,72,73,75,70,72,70
"dtime.31998","2007-8-26 7:00:00",75,68,72,75,72,72,72,74,70,72,70
"dtime.31999","2007-8-26 8:00:00",79,71,74,77,74,76,74,78,72,75,71
"dtime.32000","2007-8-26 9:00:00",82,75,79,81,77,80,77,81,74,80,72
"dtime.32001","2007-8-26 10:00:00",84,77,81,84,81,84,80,82,78,83,73
"dtime.32002","2007-8-26 11:00:00",86,78,82,87,83,86,83,86,79,85,75
"dtime.32003","2007-8-26 12:00:00",88,80,85,89,85,88,85,88,80,88,78
"dtime.32004","2007-8-26 13:00:00",89,80,85,87,86,86,85,88,81,88,81
"dtime.32005","2007-8-26 14:00:00",89,75,86,87,87,82,86,90,81,85,82
"dtime.32006","2007-8-26 15:00:00",82,79,86,81,85,81,89,86,83,84,83
"dtime.32007","2007-8-26 16:00:00",81,79,87,73,83,79,88,75,84,79,83
"dtime.32008","2007-8-26 17:00:00",80,79,83,73,84,78,84,73,84,79,77
"dtime.32009","2007-8-26 18:00:00",79,78,82,73,82,78,82,74,83,79,79
"dtime.32010","2007-8-26 19:00:00",79,78,80,72,80,78,79,72,79,79,79
"dtime.32011","2007-8-26 20:00:00",75,75,79,72,79,75,78,72,76,77,74
"dtime.32012","2007-8-26 21:00:00",75,73,78,72,78,75,76,72,72,75,73
"dtime.32013","2007-8-26 22:00:00",75,70,78,72,76,72,75,72,73,74,72
"dtime.32014","2007-8-26 23:00:00",75,70,76,72,77,73,73,72,72,73,70
"dtime.32015","2007-8-26 24:00:00",75,69,75,71,75,72,72,70,72,73,70
"dtime.32016","2007-8-27 1:00:00",76,68,74,71,75,72,72,70,71,73,70
"dtime.32017","2007-8-27 2:00:00",74,68,74,72,75,71,72,70,70,72,69
"dtime.32018","2007-8-27 3:00:00",75,68,74,70,73,71,72,69,69,72,69
"dtime.32019","2007-8-27 4:00:00",73,67,73,70,73,71,72,70,70,71,67
"dtime.32020","2007-8-27 5:00:00",73,67,72,70,72,70,72,71,70,71,67
"dtime.32021","2007-8-27 6:00:00",73,67,70,70,72,70,72,71,69,71,68
"dtime.32022","2007-8-27 7:00:00",74,67,70,70,72,70,70,71,68,71,67
"dtime.32023","2007-8-27 8:00:00",76,68,71,72,74,72,72,72,70,72,69
"dtime.32024","2007-8-27 9:00:00",79,69,73,74,74,73,73,74,72,74,70
"dtime.32025","2007-8-27 10:00:00",80,72,76,78,76,76,76,78,75,77,73
"dtime.32026","2007-8-27 11:00:00",81,75,79,81,78,78,79,80,78,80,76
"dtime.32027","2007-8-27 12:00:00",83,78,80,82,81,81,81,82,80,81,78
"dtime.32028","2007-8-27 13:00:00",85,81,82,85,82,83,83,84,81,83,81
"dtime.32029","2007-8-27 14:00:00",83,82,83,87,84,85,85,85,83,85,82
"dtime.32030","2007-8-27 15:00:00",83,83,85,87,84,86,87,86,84,86,82
"dtime.32031","2007-8-27 16:00:00",82,83,84,87,84,87,88,87,84,87,83
"dtime.32032","2007-8-27 17:00:00",81,83,83,87,84,86,86,87,84,87,83
"dtime.32033","2007-8-27 18:00:00",80,82,81,85,81,86,85,87,83,87,83
"dtime.32034","2007-8-27 19:00:00",79,81,78,83,78,84,84,84,82,84,80
"dtime.32035","2007-8-27 20:00:00",76,77,74,79,73,81,80,81,75,81,78
"dtime.32036","2007-8-27 21:00:00",74,74,71,77,72,78,76,76,73,78,76
"dtime.32037","2007-8-27 22:00:00",74,71,70,76,70,76,74,75,71,75,72
"dtime.32038","2007-8-27 23:00:00",73,72,67,74,70,76,73,73,70,75,71
"dtime.32039","2007-8-27 24:00:00",71,71,66,73,69,74,72,73,68,74,70
"dtime.32040","2007-8-28 1:00:00",71,71,65,72,68,73,71,71,68,73,69
"dtime.32041","2007-8-28 2:00:00",70,70,62,70,67,73,71,70,67,72,68
"dtime.32042","2007-8-28 3:00:00",68,69,65,70,65,72,70,69,67,71,68
"dtime.32043","2007-8-28 4:00:00",70,67,65,69,65,71,69,67,65,70,65
"dtime.32044","2007-8-28 5:00:00",70,67,64,67,65,70,68,67,65,69,66
"dtime.32045","2007-8-28 6:00:00",70,68,63,68,64,70,68,66,66,69,68
"dtime.32046","2007-8-28 7:00:00",70,67,63,69,63,70,68,67,65,69,67
"dtime.32047","2007-8-28 8:00:00",73,69,67,72,69,72,69,72,68,72,68
"dtime.32048","2007-8-28 9:00:00",76,70,72,77,73,74,72,74,72,75,70
"dtime.32049","2007-8-28 10:00:00",79,73,75,81,77,78,77,78,74,78,73
"dtime.32050","2007-8-28 11:00:00",81,77,80,83,79,81,81,82,78,81,79
"dtime.32051","2007-8-28 12:00:00",81,80,81,85,81,84,83,83,82,83,81
"dtime.32052","2007-8-28 13:00:00",81,82,83,86,82,85,83,86,81,86,84
"dtime.32053","2007-8-28 14:00:00",82,83,82,87,82,86,84,86,83,86,85
"dtime.32054","2007-8-28 15:00:00",81,85,82,86,82,87,86,86,82,87,85
"dtime.32055","2007-8-28 16:00:00",81,86,81,87,81,89,86,87,83,88,87
"dtime.32056","2007-8-28 17:00:00",80,86,81,86,80,89,84,86,84,89,85
"dtime.32057","2007-8-28 18:00:00",79,85,79,83,78,88,84,85,83,88,84
"dtime.32058","2007-8-28 19:00:00",75,83,77,81,75,85,82,81,81,85,82
"dtime.32059","2007-8-28 20:00:00",73,78,69,74,70,80,79,78,79,81,79
"dtime.32060","2007-8-28 21:00:00",71,76,68,73,68,79,75,74,75,79,76
"dtime.32061","2007-8-28 22:00:00",71,75,67,71,67,78,73,73,74,78,73
"dtime.32062","2007-8-28 23:00:00",68,74,63,70,65,76,74,72,73,77,73
"dtime.32063","2007-8-28 24:00:00",68,74,62,69,64,75,73,71,73,76,73
"dtime.32064","2007-8-29 1:00:00",66,73,63,66,64,74,72,71,72,76,72
"dtime.32065","2007-8-29 2:00:00",66,71,63,66,63,73,71,69,72,73,72
"dtime.32066","2007-8-29 3:00:00",66,71,58,66,63,72,71,69,70,73,70
"dtime.32067","2007-8-29 4:00:00",66,70,58,65,61,72,71,69,70,72,71
"dtime.32068","2007-8-29 5:00:00",66,69,57,65,60,71,70,67,70,71,70
"dtime.32069","2007-8-29 6:00:00",65,67,57,66,60,71,70,69,68,71,69
"dtime.32070","2007-8-29 7:00:00",66,66,57,67,60,69,70,69,67,70,68
"dtime.32071","2007-8-29 8:00:00",70,69,63,70,66,72,72,71,71,72,70
"dtime.32072","2007-8-29 9:00:00",74,70,71,75,72,76,72,75,73,75,74
"dtime.32073","2007-8-29 10:00:00",78,73,76,79,77,78,75,77,76,78,77
"dtime.32074","2007-8-29 11:00:00",80,78,80,81,80,81,77,81,78,82,79
"dtime.32075","2007-8-29 12:00:00",81,80,82,83,81,84,79,82,80,84,83
"dtime.32076","2007-8-29 13:00:00",81,83,83,85,83,87,81,83,82,85,83
"dtime.32077","2007-8-29 14:00:00",81,84,83,86,83,87,82,84,82,87,83
"dtime.32078","2007-8-29 15:00:00",81,87,83,87,83,89,84,86,83,89,84
"dtime.32079","2007-8-29 16:00:00",81,86,84,85,82,88,84,85,83,88,84
"dtime.32080","2007-8-29 17:00:00",80,86,82,85,82,88,83,84,83,88,84
"dtime.32081","2007-8-29 18:00:00",79,85,80,83,79,87,83,82,82,86,82
"dtime.32082","2007-8-29 19:00:00",75,82,78,79,76,83,81,80,81,83,81
"dtime.32083","2007-8-29 20:00:00",71,77,72,72,69,80,78,74,78,79,77
"dtime.32084","2007-8-29 21:00:00",66,75,67,71,65,78,74,72,73,78,74
"dtime.32085","2007-8-29 22:00:00",66,73,65,68,62,75,73,68,72,74,71
"dtime.32086","2007-8-29 23:00:00",65,72,64,66,63,72,71,69,70,72,72
"dtime.32087","2007-8-29 24:00:00",65,70,62,64,61,71,70,66,70,71,72
"dtime.32088","2007-8-30 1:00:00",63,69,62,63,61,71,70,64,69,71,70
"dtime.32089","2007-8-30 2:00:00",63,69,61,63,59,69,70,65,69,70,69
"dtime.32090","2007-8-30 3:00:00",63,68,60,63,57,69,70,65,68,69,69
"dtime.32091","2007-8-30 4:00:00",63,66,60,64,59,68,71,66,69,69,68
"dtime.32092","2007-8-30 5:00:00",62,65,58,64,57,67,71,66,69,68,67
"dtime.32093","2007-8-30 6:00:00",62,63,58,64,58,67,70,66,69,68,66
"dtime.32094","2007-8-30 7:00:00",61,64,58,64,57,67,71,67,69,67,67
"dtime.32095","2007-8-30 8:00:00",68,66,65,67,65,70,72,69,70,70,68
"dtime.32096","2007-8-30 9:00:00",75,70,72,72,73,73,72,72,72,74,71
"dtime.32097","2007-8-30 10:00:00",80,74,78,75,79,77,75,77,74,78,74
"dtime.32098","2007-8-30 11:00:00",81,77,82,80,82,80,77,79,77,80,79
"dtime.32099","2007-8-30 12:00:00",81,80,83,83,83,84,81,81,80,83,80
"dtime.32100","2007-8-30 13:00:00",83,83,83,84,84,85,82,82,82,85,82
"dtime.32101","2007-8-30 14:00:00",82,84,83,85,84,87,82,82,82,86,83
"dtime.32102","2007-8-30 15:00:00",82,85,83,85,84,87,85,83,83,87,85
"dtime.32103","2007-8-30 16:00:00",81,85,82,83,84,88,84,83,83,87,85
"dtime.32104","2007-8-30 17:00:00",81,83,82,84,84,87,83,84,83,87,84
"dtime.32105","2007-8-30 18:00:00",79,81,81,81,83,84,83,82,83,84,82
"dtime.32106","2007-8-30 19:00:00",77,79,77,79,76,82,81,80,81,82,80
"dtime.32107","2007-8-30 20:00:00",73,76,74,75,72,79,78,74,75,79,78
"dtime.32108","2007-8-30 21:00:00",71,74,68,71,70,76,74,73,73,76,78
"dtime.32109","2007-8-30 22:00:00",70,74,67,69,71,75,73,70,72,75,76
"dtime.32110","2007-8-30 23:00:00",68,74,66,66,68,74,73,68,72,73,75
"dtime.32111","2007-8-30 24:00:00",66,72,66,64,67,72,72,66,71,72,73
"dtime.32112","2007-8-31 1:00:00",66,71,62,64,66,71,70,65,70,70,72
"dtime.32113","2007-8-31 2:00:00",66,68,64,64,66,68,71,65,70,69,71
"dtime.32114","2007-8-31 3:00:00",65,68,63,63,66,68,69,65,70,69,71
"dtime.32115","2007-8-31 4:00:00",66,68,61,63,66,67,69,63,71,68,71
"dtime.32116","2007-8-31 5:00:00",66,68,61,63,64,67,69,63,70,68,71
"dtime.32117","2007-8-31 6:00:00",66,67,61,63,64,66,69,63,69,67,70
"dtime.32118","2007-8-31 7:00:00",66,66,61,62,64,65,70,63,69,66,69
"dtime.32119","2007-8-31 8:00:00",73,69,67,66,68,70,72,69,72,70,71
"dtime.32120","2007-8-31 9:00:00",78,71,73,74,73,73,74,74,73,73,72
"dtime.32121","2007-8-31 10:00:00",80,74,77,79,77,79,76,80,76,79,74
"dtime.32122","2007-8-31 11:00:00",83,76,80,82,80,81,79,82,78,81,77
"dtime.32123","2007-8-31 12:00:00",83,79,82,85,82,84,83,84,81,84,79
"dtime.32124","2007-8-31 13:00:00",85,79,83,85,83,86,84,86,82,86,79
"dtime.32125","2007-8-31 14:00:00",85,80,82,86,84,87,84,86,84,86,81
"dtime.32126","2007-8-31 15:00:00",84,82,83,88,84,88,86,88,84,88,81
"dtime.32127","2007-8-31 16:00:00",84,82,84,88,84,87,87,87,84,87,81
"dtime.32128","2007-8-31 17:00:00",82,82,83,87,83,88,86,87,84,88,81
"dtime.32129","2007-8-31 18:00:00",81,80,81,86,82,86,86,84,83,86,78
"dtime.32130","2007-8-31 19:00:00",75,78,80,83,79,84,84,82,80,83,78
"dtime.32131","2007-8-31 20:00:00",74,76,78,78,77,80,81,77,78,80,74
"dtime.32132","2007-8-31 21:00:00",74,74,74,76,75,78,80,74,77,77,72
"dtime.32133","2007-8-31 22:00:00",74,72,71,75,73,77,78,73,76,76,71
"dtime.32134","2007-8-31 23:00:00",73,72,71,74,73,75,77,72,74,75,70
"dtime.32135","2007-8-31 24:00:00",73,70,71,74,73,76,75,72,72,76,70
"dtime.32136","2007-9-1 1:00:00",72,67,67,72,71,73,73,74,70,75,68
"dtime.32137","2007-9-1 2:00:00",71,66,67,71,68,72,72,73,69,74,67
"dtime.32138","2007-9-1 3:00:00",68,64,68,71,67,71,70,73,68,72,67
"dtime.32139","2007-9-1 4:00:00",68,65,66,71,66,71,70,72,68,72,67
"dtime.32140","2007-9-1 5:00:00",69,65,64,70,64,72,67,71,64,72,66
"dtime.32141","2007-9-1 6:00:00",68,65,64,71,63,71,66,71,63,71,64
"dtime.32142","2007-9-1 7:00:00",68,64,63,70,63,70,65,69,62,71,62
"dtime.32143","2007-9-1 8:00:00",68,63,64,71,67,70,66,71,64,71,63
"dtime.32144","2007-9-1 9:00:00",73,65,69,74,70,71,68,72,67,71,66
"dtime.32145","2007-9-1 10:00:00",76,67,72,77,73,73,72,75,72,73,69
"dtime.32146","2007-9-1 11:00:00",79,72,75,79,75,77,74,77,73,76,72
"dtime.32147","2007-9-1 12:00:00",80,74,77,81,77,79,78,79,74,78,74
"dtime.32148","2007-9-1 13:00:00",79,74,79,82,78,78,79,81,78,79,75
"dtime.32149","2007-9-1 14:00:00",79,75,79,82,80,80,81,82,80,80,78
"dtime.32150","2007-9-1 15:00:00",78,77,81,82,80,80,82,81,81,80,79
"dtime.32151","2007-9-1 16:00:00",78,77,80,82,80,81,82,82,81,81,80
"dtime.32152","2007-9-1 17:00:00",77,79,80,82,80,82,82,82,81,82,80
"dtime.32153","2007-9-1 18:00:00",75,78,79,80,77,81,81,81,80,81,80
"dtime.32154","2007-9-1 19:00:00",74,76,75,77,73,79,80,80,78,80,78
"dtime.32155","2007-9-1 20:00:00",68,70,67,71,69,75,72,69,68,73,71
"dtime.32156","2007-9-1 21:00:00",66,66,65,68,66,71,68,64,64,69,66
"dtime.32157","2007-9-1 22:00:00",65,64,60,65,65,69,66,63,63,68,62
"dtime.32158","2007-9-1 23:00:00",65,61,63,62,65,66,63,62,62,64,62
"dtime.32159","2007-9-1 24:00:00",63,60,63,61,64,64,63,59,60,62,61
"dtime.32160","2007-9-2 1:00:00",63,58,61,61,63,62,62,59,60,61,60
"dtime.32161","2007-9-2 2:00:00",63,57,59,59,61,60,62,57,58,59,59
"dtime.32162","2007-9-2 3:00:00",65,56,59,58,58,59,60,57,57,58,58
"dtime.32163","2007-9-2 4:00:00",65,57,57,58,59,59,60,57,58,58,57
"dtime.32164","2007-9-2 5:00:00",66,58,56,58,58,60,60,56,56,58,56
"dtime.32165","2007-9-2 6:00:00",65,55,55,57,58,58,59,56,55,57,54
"dtime.32166","2007-9-2 7:00:00",65,54,56,57,56,57,59,55,55,56,54
"dtime.32167","2007-9-2 8:00:00",68,58,62,63,62,63,63,63,61,62,56
"dtime.32168","2007-9-2 9:00:00",74,64,69,71,69,69,67,71,66,69,62
"dtime.32169","2007-9-2 10:00:00",77,69,74,77,74,74,73,75,71,74,68
"dtime.32170","2007-9-2 11:00:00",78,72,76,79,75,77,76,79,74,78,72
"dtime.32171","2007-9-2 12:00:00",78,75,78,81,78,79,80,80,79,80,75
"dtime.32172","2007-9-2 13:00:00",80,77,79,81,77,80,82,80,80,80,78
"dtime.32173","2007-9-2 14:00:00",79,79,79,81,77,82,83,81,81,82,80
"dtime.32174","2007-9-2 15:00:00",79,81,79,82,78,84,83,82,81,83,81
"dtime.32175","2007-9-2 16:00:00",79,82,80,82,77,85,84,82,82,84,81
"dtime.32176","2007-9-2 17:00:00",77,81,79,81,76,83,81,81,82,83,81
"dtime.32177","2007-9-2 18:00:00",75,80,77,80,75,82,81,80,81,82,81
"dtime.32178","2007-9-2 19:00:00",73,79,72,77,71,80,79,77,79,80,79
"dtime.32179","2007-9-2 20:00:00",69,71,67,68,67,73,73,70,72,74,71
"dtime.32180","2007-9-2 21:00:00",66,68,64,65,66,71,71,66,67,70,70
"dtime.32181","2007-9-2 22:00:00",65,67,61,62,63,68,69,63,66,68,68
"dtime.32182","2007-9-2 23:00:00",63,65,62,61,62,68,68,61,65,67,66
"dtime.32183","2007-9-2 24:00:00",63,63,58,59,61,65,68,61,65,65,64
"dtime.32184","2007-9-3 1:00:00",63,61,58,57,59,63,65,57,64,63,64
"dtime.32185","2007-9-3 2:00:00",62,60,56,56,58,60,65,57,64,60,62
"dtime.32186","2007-9-3 3:00:00",61,59,56,56,58,60,64,57,63,60,61
"dtime.32187","2007-9-3 4:00:00",61,58,55,56,58,59,63,55,62,59,61
"dtime.32188","2007-9-3 5:00:00",59,58,54,55,58,58,63,55,60,58,60
"dtime.32189","2007-9-3 6:00:00",59,58,54,55,57,59,62,55,60,58,61
"dtime.32190","2007-9-3 7:00:00",60,58,55,55,59,57,61,55,59,57,61
"dtime.32191","2007-9-3 8:00:00",66,60,62,62,64,62,64,62,63,62,63
"dtime.32192","2007-9-3 9:00:00",75,65,71,70,70,69,69,71,70,70,68
"dtime.32193","2007-9-3 10:00:00",78,69,75,77,76,74,75,75,73,74,72
"dtime.32194","2007-9-3 11:00:00",80,73,78,79,79,77,78,78,78,78,77
"dtime.32195","2007-9-3 12:00:00",81,77,80,82,81,80,81,81,80,81,80
"dtime.32196","2007-9-3 13:00:00",82,81,81,83,82,85,82,82,82,84,83
"dtime.32197","2007-9-3 14:00:00",81,83,82,85,84,86,84,85,84,87,86
"dtime.32198","2007-9-3 15:00:00",81,84,83,86,85,87,87,87,87,88,87
"dtime.32199","2007-9-3 16:00:00",81,85,83,87,83,89,87,87,87,89,86
"dtime.32200","2007-9-3 17:00:00",82,85,83,87,84,88,87,87,87,88,86
"dtime.32201","2007-9-3 18:00:00",80,84,82,86,82,87,87,86,85,88,85
"dtime.32202","2007-9-3 19:00:00",78,80,79,80,80,83,83,80,82,84,83
"dtime.32203","2007-9-3 20:00:00",74,73,75,74,75,76,79,72,77,76,77
"dtime.32204","2007-9-3 21:00:00",74,69,68,72,72,72,77,70,74,73,71
"dtime.32205","2007-9-3 22:00:00",72,67,69,70,70,70,73,67,70,70,70
"dtime.32206","2007-9-3 23:00:00",72,66,70,70,69,70,72,67,70,69,67
"dtime.32207","2007-9-3 24:00:00",71,65,70,67,69,69,71,65,68,68,64
"dtime.32208","2007-9-4 1:00:00",69,63,71,65,68,68,70,69,66,69,63
"dtime.32209","2007-9-4 2:00:00",71,62,69,64,68,67,68,64,65,67,62
"dtime.32210","2007-9-4 3:00:00",69,65,68,63,67,67,67,64,64,66,62
"dtime.32211","2007-9-4 4:00:00",69,64,64,63,68,68,67,63,64,67,60
"dtime.32212","2007-9-4 5:00:00",66,62,66,62,68,65,66,63,63,64,61
"dtime.32213","2007-9-4 6:00:00",66,63,64,61,67,66,65,61,62,64,59
"dtime.32214","2007-9-4 7:00:00",65,63,66,61,69,65,64,61,62,64,59
"dtime.32215","2007-9-4 8:00:00",71,64,70,65,70,69,66,66,65,67,60
"dtime.32216","2007-9-4 9:00:00",76,68,75,73,75,75,74,74,73,75,64
"dtime.32217","2007-9-4 10:00:00",79,73,80,79,80,79,81,80,79,80,71
"dtime.32218","2007-9-4 11:00:00",81,78,82,82,82,83,84,83,82,85,77
"dtime.32219","2007-9-4 12:00:00",84,81,84,85,84,86,86,87,83,87,81
"dtime.32220","2007-9-4 13:00:00",84,83,85,88,86,88,88,87,87,88,83
"dtime.32221","2007-9-4 14:00:00",85,85,87,89,88,90,88,89,87,90,83
